Country Name,Country Code,Indicator Name,Indicator Code,variable,value
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1964,13416554.86
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1964,3458939358
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1964,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1964,98268086144
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1964,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1964,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1964,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1964,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1964,1.11215E+11
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1964,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1964,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1964,1309747899
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1964,1.21809E+11
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1964,3.92962E+11
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1964,51938961.22
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1964,2.12142E+11
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1964,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1964,903158753.9
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1964,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1964,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1964,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1964,2798339769
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1964,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1964,802482182.9
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1964,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1964,20080000000
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1964,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1964,3.77767E+11
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1964,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1964,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1964,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1964,
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1964,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1964,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1964,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1964,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1964,224495789.3
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1964,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1964,194736105.3
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1964,2674441396
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1964,7.35285E+11
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1964,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1964,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1964,582816358.3
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1964,5552822484
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1964,341973758.9
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1964,18699380731
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1964,7159202706
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1964,496098775.3
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1964,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1964,7274144351
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1964,1.43541E+12
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1964,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1964,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1964,5204955901
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1964,776137500
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1964,4356913870
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1964,5271404668
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1964,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1964,305312043.7
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1964,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1964,13757301295
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1964,2570500000
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1964,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1964,4235608178
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1964,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1964,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1964,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1964,1.39846E+12
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1964,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1964,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1964,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1964,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1964,129999994
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1964,69181538978
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1964,1611333333
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1964,1188930568
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1964,894159153.3
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1964,371848114.7
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1964,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1964,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1964,229529912.7
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1964,37501573294
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1964,37691842857
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1964,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1964,134400000
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1964,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1964,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1964,22532416750
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1964,64979280.41
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1964,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1964,15393032.35
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1964,1339494290
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1964,392247517.6
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1964,80878580271
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1964,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1964,166104067.6
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1964,3889129942
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1964,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1964,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1964,1.0415E+11
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1964,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1964,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1964,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1964,69181538978
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1964,37691842857
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1964,711893367.6
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1964,
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1964,11177777778
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1964,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1964,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1964,589056603.8
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1964,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1964,2.53743E+11
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1964,1975701816
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1964,6.858E+11
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1964,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1964,14758210.35
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1964,8099318182
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1964,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1964,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1964,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1964,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1964,1.80567E+12
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1964,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1964,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1964,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1964,10373995855
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1964,839428571.4
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1964,1217138000
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1965,
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1965,1006666638
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1965,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1965,
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1965,
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1965,28344705967
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1965,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1965,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1965,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1965,25936835032
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1965,9994070616
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1965,158994963
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1965,17371457608
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1965,289908720.6
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1965,422916848.4
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1965,5906636557
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1965,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1965,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1965,300392156.9
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1965,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1965,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1965,40069930.07
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1965,114339049
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1965,604377104.4
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1965,21790035117
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1965,114040245.7
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1965,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1965,45790869.75
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1965,150574816.3
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1965,54515179581
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1965,15346741670
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1965,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1965,6026593750
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1965,70436266147
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1965,919771356.4
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1965,814139855.8
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1965,4043901818
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1965,198318063.9
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1965,5760761905
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1965,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1965,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1965,592981162.3
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1965,2660946063
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1965,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1965,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1965,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1965,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1965,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1965,888100000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1965,3136258897
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1965,94581254564
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1965,2.09372E+11
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1965,2.24576E+11
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1965,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1965,2387048255
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1965,4948667540
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1965,4.07846E+11
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1965,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1965,24756958695
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1965,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1965,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1965,22034941961
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1965,8589340019
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1965,147084750
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1965,1.01537E+11
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1965,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1965,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1965,226474285.6
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1965,1.01825E+11
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1965,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1965,2053462872
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1965,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1965,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1965,64748333.33
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1965,7689154053
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1965,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1965,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1965,1331399900
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1965,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1965,213235294.1
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1965,1.55079E+12
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1965,2435078534
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1965,508650000
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1965,24380468450
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1965,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1965,353251800
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1965,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1965,4.01064E+11
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1965,4.54166E+11
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1965,53602178178
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1965,17328250573
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1965,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1965,37694453113
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1965,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1965,59554854575
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1965,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1965,2945704143
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1965,6197319930
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1965,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1965,523694949.4
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1965,3663333333
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1965,67978153851
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1965,972140557.2
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1965,599831979.8
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1965,90950278258
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1965,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1965,997919320
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1965,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1965,868571428.6
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1965,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1965,13593932.32
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1965,3120833333
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1965,2097451694
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1965,1.0519E+11
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1965,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1965,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1965,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1965,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1965,1.18563E+11
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1965,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1965,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1965,1698319328
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1965,1.31176E+11
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1965,4.32947E+11
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1965,54878902.42
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1965,2.36617E+11
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1965,921600736.3
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1965,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1965,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1965,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1965,2948325264
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1965,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1965,833563472.2
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1965,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1965,21840000000
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1965,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1965,4.15009E+11
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1965,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1965,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1965,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1965,
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1965,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1965,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1965,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1965,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1965,255340526.7
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1965,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1965,229455410.9
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1965,2956356984
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1965,7.9833E+11
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1965,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1965,159594493.5
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1965,673383604.2
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1965,5874422512
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1965,566542872.4
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1965,21000586933
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1965,8058681060
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1965,735267082.3
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1965,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1965,5654463586
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1965,1.55793E+12
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1965,63287594.51
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1965,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1965,5929231415
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1965,852485300
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1965,5166861068
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1965,5784398977
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1965,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1965,344159480.3
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1965,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1965,15501370622
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1965,2881500000
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1965,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1965,4687464055
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1965,443587301.6
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1965,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1965,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1965,1.51939E+12
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1965,176534589.6
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1965,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1965,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1965,148799980
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1965,74298708607
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1965,
